train_loss,valid_loss
0.113754,0.124395
0.112832,0.123860
0.111499,0.122920
0.109984,0.122425
0.108554,0.122153
0.107245,0.122531
0.105999,0.122522
0.104829,0.122872
0.103861,0.122637
0.102965,0.123153
0.102176,0.123231
0.101567,0.123226
0.100962,0.123312
0.100486,0.122928
0.100106,0.123074
0.099839,0.123105
0.099617,0.123126
0.099513,0.123170
0.099404,0.123200
0.099322,0.123101
