Country,Pred_len,Iteration,MSE,RMSE,MAE
DE,24,1,0.02113972045481205,0.14539505541324615,0.08825169503688812
DE,24,2,0.021096836775541306,0.14524750411510468,0.08844760060310364
DE,96,1,0.03628804534673691,0.19049420952796936,0.12642250955104828
DE,96,2,0.03638647496700287,0.19075238704681396,0.12670288980007172
DE,168,1,0.03833557665348053,0.1957947313785553,0.13283993303775787
DE,168,2,0.03888119384646416,0.19718314707279205,0.13393597304821014
GB,24,1,0.02504582144320011,0.15825872123241425,0.09996816515922546
GB,24,2,0.025304274633526802,0.15907317399978638,0.10037115961313248
GB,96,1,0.04119270667433739,0.20295986533164978,0.13846930861473083
GB,96,2,0.041973523795604706,0.2048744112253189,0.13935968279838562
GB,168,1,0.04480735957622528,0.21167749166488647,0.14636394381523132
GB,168,2,0.04440097510814667,0.2107153832912445,0.14635175466537476
ES,24,1,0.009890918619930744,0.09945309907197952,0.06045207753777504
ES,24,2,0.009858346544206142,0.09928920865058899,0.06025950610637665
ES,96,1,0.01861393451690674,0.13643290102481842,0.08807197213172913
ES,96,2,0.018726512789726257,0.13684484362602234,0.0884370505809784
ES,168,1,0.02094191126525402,0.14471320807933807,0.09480340778827667
ES,168,2,0.021230584010481834,0.14570719003677368,0.09492865204811096
FR,24,1,0.010105066001415253,0.10052395612001419,0.05582839623093605
FR,24,2,0.010080426931381226,0.10040132701396942,0.055921897292137146
FR,96,1,0.01962335966527462,0.1400834023952484,0.08122573792934418
FR,96,2,0.01921806111931801,0.1386292278766632,0.08039069920778275
FR,168,1,0.021192140877246857,0.14557521045207977,0.08638525754213333
FR,168,2,0.020490793511271477,0.14314605295658112,0.08522367477416992
IT,24,1,0.010150963440537453,0.10075198858976364,0.05779622495174408
IT,24,2,0.010188685730099678,0.10093902051448822,0.05787594988942146
IT,96,1,0.01853265054523945,0.13613468408584595,0.08158402144908905
IT,96,2,0.01893829181790352,0.13761647045612335,0.0821027159690857
IT,168,1,0.020352747291326523,0.14266306161880493,0.08712056279182434
IT,168,2,0.021211443468928337,0.14564149081707,0.08870448172092438
