train_loss,valid_loss
0.106454,0.119940
0.105280,0.119148
0.103735,0.117927
0.102025,0.117795
0.100230,0.117995
0.098544,0.119286
0.096890,0.119543
0.095333,0.119544
0.094038,0.120187
0.092813,0.120172
0.091685,0.120557
0.090762,0.120809
0.089957,0.120773
0.089245,0.120938
0.088628,0.121328
0.088210,0.121250
0.087818,0.121093
0.087605,0.121077
0.087528,0.121220
0.087428,0.121175
