Loss_function,Iteration,Pred_len,MSE,RMSE,MAE,RSE
MSE,1,24,0.010179785080254078,0.10089492052793503,0.0600285604596138,0.38128894567489624
MSE,2,24,0.010187342762947083,0.10093236714601517,0.06018470227718353,0.381430447101593
MSE,1,96,0.017702016979455948,0.1330489218235016,0.08385562896728516,0.5030723214149475
MSE,2,96,0.017696980386972427,0.1330299973487854,0.08341965079307556,0.503000795841217
MSE,1,168,0.019238349050283432,0.1387023776769638,0.08914682269096375,0.5248109698295593
MSE,2,168,0.019140439108014107,0.13834898173809052,0.08886647969484329,0.5234737992286682
MAE,1,24,0.010166891850531101,0.10083100944757462,0.05715181678533554,0.38104739785194397
MAE,2,24,0.010372006334364414,0.10184304416179657,0.05799999460577965,0.3848719894886017
MAE,1,96,0.01838119514286518,0.1355772614479065,0.08214754611253738,0.5126322507858276
MAE,2,96,0.01889106072485447,0.13744474947452545,0.08257140219211578,0.5196934342384338
MAE,1,168,0.020489852875471115,0.14314277470111847,0.08743655681610107,0.5416122078895569
MAE,2,168,0.020019127056002617,0.1414889693260193,0.0871039479970932,0.5353546142578125
