Loss_function,Iteration,Pred_len,MSE,RMSE,MAE,RSE
MSE,1,24,21687228.0,4656.95458984375,2941.283447265625,0.23155318200588226
MSE,2,24,18737114.0,4328.638671875,2761.74853515625,0.21522864699363708
MSE,1,96,36430128.0,6035.73779296875,3985.934814453125,0.3005818724632263
MSE,2,96,40394728.0,6355.6845703125,3983.343505859375,0.31651538610458374
MSE,1,168,41304196.0,6426.833984375,4404.515625,0.32021573185920715
MSE,2,168,38522092.0,6206.61669921875,4152.8701171875,0.30924344062805176
RMSE,1,24,19825780.0,4452.61474609375,2950.592529296875,0.22139300405979156
RMSE,2,24,18972646.0,4355.76025390625,2806.3623046875,0.21657715737819672
RMSE,1,96,38101380.0,6172.63134765625,4055.926025390625,0.3073992431163788
RMSE,2,96,38331208.0,6191.22021484375,3855.182373046875,0.30832499265670776
RMSE,1,168,40572704.0,6369.67041015625,4292.337890625,0.3173675835132599
RMSE,2,168,38474072.0,6202.7470703125,4177.16650390625,0.30905067920684814
MAE,1,24,22504316.0,4743.87158203125,2908.925048828125,0.23587484657764435
MAE,2,24,43068252.0,6562.640625,3928.41064453125,0.3263077139854431
MAE,1,96,61834160.0,7863.47021484375,4870.59228515625,0.39160361886024475
MAE,2,96,60236960.0,7761.24755859375,4854.94775390625,0.3865129053592682
MAE,1,168,61581576.0,7847.39306640625,5024.912109375,0.3909947872161865
MAE,2,168,49442896.0,7031.564453125,4475.783203125,0.35034629702568054
