Loss_function,Iteration,Pred_len,MSE,RMSE,MAE,RSE
MSE,1,24,0.024739818647503853,0.15728896856307983,0.10412467271089554,0.5554702281951904
MSE,2,24,0.022639278322458267,0.1504635512828827,0.09993645548820496,0.5313660502433777
MSE,1,96,0.04064694792032242,0.20161087810993195,0.14117056131362915,0.7139449119567871
MSE,2,96,0.04427148774266243,0.21040791273117065,0.14158864319324493,0.7450969815254211
MSE,1,168,0.043479640036821365,0.20851771533489227,0.15205059945583344,0.7387154698371887
MSE,2,168,0.04175252839922905,0.2043343484401703,0.1454661637544632,0.7238950729370117
RMSE,1,24,0.024159498512744904,0.1554332673549652,0.10532671213150024,0.548916757106781
RMSE,2,24,0.02290959097445011,0.15135914087295532,0.10123120248317719,0.5345289707183838
RMSE,1,96,0.041444338858127594,0.20357882976531982,0.1429073065519333,0.7209137678146362
RMSE,2,96,0.04215789958834648,0.20532388985157013,0.1368875652551651,0.7270933985710144
RMSE,1,168,0.043288420885801315,0.208058699965477,0.14920087158679962,0.7370893359184265
RMSE,2,168,0.04165763035416603,0.20410200953483582,0.14558099210262299,0.7230719327926636
MAE,1,24,0.025163646787405014,0.15863053500652313,0.10224729776382446,0.5602080821990967
MAE,2,24,0.04847772419452667,0.2201765775680542,0.1367805153131485,0.7775595188140869
MAE,1,96,0.0683477595448494,0.26143404841423035,0.171141117811203,0.9257907867431641
MAE,2,96,0.06752460449934006,0.2598549723625183,0.1715167760848999,0.9201989769935608
MAE,1,168,0.06729433685541153,0.2594115138053894,0.17547181248664856,0.91901695728302
MAE,2,168,0.052630241960287094,0.22941282391548157,0.15634112060070038,0.8127405643463135
