Loss_function,Iteration,Pred_len,MSE,RMSE,MAE,RSE
MSE,1,24,0.2640068233013153,0.5138159394264221,0.31631508469581604,0.3883492946624756
MSE,2,24,0.27759164571762085,0.5268696546554565,0.32412174344062805,0.3982154428958893
MSE,1,96,0.4478767514228821,0.6692359447479248,0.43293434381484985,0.5060907006263733
MSE,2,96,0.47304895520210266,0.6877855658531189,0.4528270959854126,0.5201182961463928
MSE,1,168,0.4926842153072357,0.7019146680831909,0.46003466844558716,0.5311699509620667
MSE,2,168,0.5050803422927856,0.7106900215148926,0.4708968997001648,0.5378106236457825
RMSE,1,24,0.2674063742160797,0.5171135067939758,0.31928738951683044,0.39084160327911377
RMSE,2,24,0.2764788568019867,0.525812566280365,0.32444101572036743,0.39741650223731995
RMSE,1,96,0.48656272888183594,0.6975404620170593,0.45699307322502136,0.5274952054023743
RMSE,2,96,0.4556569755077362,0.6750236749649048,0.4353752136230469,0.510467529296875
RMSE,1,168,0.5301088690757751,0.7280857563018799,0.4755801856517792,0.5509747266769409
RMSE,2,168,0.4964437186717987,0.7045876383781433,0.47553062438964844,0.5331926941871643
MAE,1,24,0.2720266580581665,0.5215617418289185,0.3098207414150238,0.39420366287231445
MAE,2,24,0.283469557762146,0.5324186086654663,0.3138355612754822,0.4024094045162201
MAE,1,96,0.47469010949134827,0.6889775991439819,0.43034347891807556,0.5210197567939758
MAE,2,96,0.48106130957603455,0.6935858130455017,0.4283175766468048,0.5245046019554138
MAE,1,168,0.5125809907913208,0.7159476280212402,0.4543747901916504,0.5417892932891846
MAE,2,168,0.5254796743392944,0.7248997688293457,0.46940338611602783,0.5485637187957764
