Country,Pred_len,Iteration,MSE,RMSE,MAE
DE,24,1,0.04946218430995941,0.2224009484052658,0.13575194776058197
DE,24,2,0.04927999526262283,0.22199097275733948,0.13416282832622528
DE,96,1,0.07067342847585678,0.2658447325229645,0.17543339729309082
DE,96,2,0.06830287724733353,0.2613481879234314,0.1743878871202469
DE,168,1,0.07505414634943008,0.2739601135253906,0.18623866140842438
DE,168,2,0.07601576298475266,0.2757095694541931,0.18542586266994476
GB,24,1,0.04666012525558472,0.21600954234600067,0.14098356664180756
GB,24,2,0.046183161437511444,0.21490268409252167,0.13910767436027527
GB,96,1,0.07604854553937912,0.2757689952850342,0.19032683968544006
GB,96,2,0.06876428425312042,0.26222944259643555,0.17995072901248932
GB,168,1,0.08658408373594284,0.2942517399787903,0.20382244884967804
GB,168,2,0.07559245824813843,0.2749408185482025,0.19306747615337372
ES,24,1,0.020894184708595276,0.1445482075214386,0.09258250892162323
ES,24,2,0.018777692690491676,0.13703171908855438,0.09015980362892151
ES,96,1,0.03873514384031296,0.1968124657869339,0.12926803529262543
ES,96,2,0.04150637984275818,0.20373114943504333,0.13310353457927704
ES,168,1,0.050476811826229095,0.22467045485973358,0.1469610035419464
ES,168,2,0.0526326559484005,0.229418084025383,0.14801563322544098
FR,24,1,0.07151491940021515,0.26742273569107056,0.14010414481163025
FR,24,2,0.07121231406927109,0.2668563425540924,0.1404910534620285
FR,96,1,0.07960689812898636,0.2821469306945801,0.15844303369522095
FR,96,2,0.07914045453071594,0.28131914138793945,0.15817812085151672
FR,168,1,0.058162953704595566,0.2411699742078781,0.1457083821296692
FR,168,2,0.08351708948612213,0.288993239402771,0.16628709435462952
IT,24,1,0.06774772703647614,0.2602839469909668,0.14135020971298218
IT,24,2,0.06736654788255692,0.25955066084861755,0.14106279611587524
IT,96,1,0.022916091606020927,0.15138061344623566,0.09937920421361923
IT,96,2,0.07520537078380585,0.27423596382141113,0.16149014234542847
IT,168,1,0.030604103580117226,0.174940288066864,0.11823233962059021
IT,168,2,0.07909660786390305,0.28124117851257324,0.17056691646575928
