Country,Pred_len,Column,MAE,MSE,RMSE
DE,24,load,0.578105633088371,0.4445658356322375,0.6667577038416861
DE,24,solar,0.08009194276947425,0.018402238633606766,0.13565485112448714
DE,24,wind,0.23656629593749282,0.06467674432337768,0.2543162289815136
DE,24,wind_offshore,0.4713131155670373,0.2904040105930546,0.5388914645761748
DE,24,wind_onshore,0.22415889919429577,0.06950277513386825,0.2636337898181268
DE,96,load,0.5708218265029951,0.46597552564985145,0.6826240002005873
DE,96,solar,0.21854451704339284,0.16291952717157454,0.4036329114078466
DE,96,wind,1.1300277376798702,1.7497460315951834,1.322779661015085
DE,96,wind_offshore,0.8567788143220376,0.9321818056724607,0.9654956269566738
DE,96,wind_onshore,1.0750299341131138,1.6588060379962826,1.2879464422080145
DE,168,load,0.6115724315250775,0.7005928204439379,0.8370142295349213
DE,168,solar,0.5997457285116676,0.6013858923716878,0.7754907429310087
DE,168,wind,0.7718017578060357,0.7940639962161797,0.8911026855622082
DE,168,wind_offshore,1.1901103748131314,2.141437794418814,1.4633652293323134
DE,168,wind_onshore,0.5997184074940716,0.6330443382498184,0.7956408349562122
GB,24,load,0.21352309691027282,0.07301642576513807,0.270215517254539
GB,24,solar,0.06609313715875674,0.005194481969098257,0.07207275469342252
GB,24,wind,1.0720878944812544,1.4607342944929205,1.2086084123871224
GB,24,wind_offshore,1.3121177413306557,2.3256474406942274,1.5250073575869159
GB,24,wind_onshore,0.6415081618206915,0.5280811245840275,0.7266919048565406
GB,96,load,0.31577154478322816,0.18029762386095793,0.4246146769259842
GB,96,solar,0.4220257156278138,0.4800488036384345,0.692855543124564
GB,96,wind,1.702741272774747,3.6106765397190146,1.9001780284276035
GB,96,wind_offshore,1.5429983687519186,2.643581997567645,1.6259095908345105
GB,96,wind_onshore,1.5922891548784246,3.252210043540353,1.8033884893556222
GB,168,load,0.2555386554096726,0.12476457585430675,0.3532202936614865
GB,168,solar,0.3168229881355296,0.2999716062909179,0.5476966371002454
GB,168,wind,0.9720597901531676,1.2211146564678135,1.1050405677927908
GB,168,wind_offshore,1.521054920024701,2.8219898668283165,1.679877932121354
GB,168,wind_onshore,1.271971613051039,2.525177953318863,1.5890808517249408
ES,24,load,0.8604970067714609,0.9119505377085387,0.9549610137113131
ES,24,solar,0.08399871891298179,0.03032469512331634,0.1741398722961411
ES,24,wind_onshore,0.20738022312163826,0.06699705372737526,0.25883789082623754
ES,96,load,0.40875254581448783,0.37251505370919985,0.6103401131411894
ES,96,solar,0.7191517778438824,1.3535058780811162,1.1634027153488666
ES,96,wind_onshore,1.2199522541551828,1.8379444202111823,1.3557080881263424
ES,168,load,0.33202172491495124,0.19732458300528377,0.44421231748487544
ES,168,solar,0.7002206137845709,1.0569453695931643,1.0280784841602144
ES,168,wind_onshore,0.9243090561625953,1.2566721825566969,1.1210139082797754
FR,24,load,0.4679059410584771,0.26656483024608624,0.516299167388527
FR,24,solar,0.10412521737838032,0.028009378707641985,0.16736002720973125
FR,24,wind_onshore,0.1161877215390094,0.02731855772421064,0.16528326510633387
FR,96,load,0.4153133606836888,0.27836547207838247,0.5276035178790817
FR,96,solar,0.2472785000365758,0.18946679278311343,0.43527783401307424
FR,96,wind_onshore,1.1020622961286746,1.6883999685784692,1.2993844575715339
FR,168,load,0.9226291502527059,1.1800349034811266,1.0862941146306218
FR,168,solar,0.44023678529416543,0.445372037934934,0.6673619991690671
FR,168,wind_onshore,1.1822490003523913,1.9586189387625295,1.399506676926741
IT,24,load,0.8298851145148793,0.9100444587261706,0.9539625038365872
IT,24,solar,0.23663891740868512,0.17330884670770472,0.4163037913684005
IT,24,wind_onshore,0.37680234713036614,0.2114905494029288,0.45988101657160063
IT,96,load,0.4369801621368257,0.35459746705419426,0.5954808704351419
IT,96,solar,0.25936416974973325,0.23714150361481345,0.4869717688067897
IT,96,wind_onshore,0.9738065113505167,1.4786917650966658,1.2160147059541122
IT,168,load,0.32095737406839203,0.19791095728637817,0.4448718436655417
IT,168,solar,0.5744980482229037,0.8989349129089457,0.9481217816867966
IT,168,wind_onshore,1.0987611851568797,1.9844663459005536,1.4087108808767517
