train_loss,valid_loss
0.091073,0.086226
0.089483,0.084382
0.087318,0.083445
0.085409,0.082626
0.083938,0.081821
0.082822,0.081611
0.081926,0.081162
0.081176,0.081417
0.080543,0.081323
0.079887,0.081604
0.079336,0.082314
0.078852,0.082587
0.078446,0.082423
0.078116,0.081996
0.077696,0.082391
0.077481,0.082262
0.077313,0.082279
0.077107,0.082242
0.077089,0.082152
0.077064,0.082197
