train_loss,valid_loss
0.085179,0.079372
0.084022,0.077970
0.082238,0.076714
0.080417,0.075807
0.078844,0.075171
0.077525,0.074729
0.076403,0.074161
0.075468,0.074417
0.074693,0.074583
0.073956,0.074609
0.073381,0.074920
0.072879,0.075184
0.072451,0.075391
0.072098,0.075472
0.071801,0.075558
0.071602,0.075498
0.071333,0.075410
0.071300,0.075412
0.071188,0.075400
0.071142,0.075411
