Loss_function,Iteration,Pred_len,MSE,RMSE,MAE,RSE
MSE,1,24,1266680.625,1125.4691162109375,719.821533203125,0.07908936589956284
MSE,1,96,2552228.75,1597.569580078125,1041.3875732421875,0.11242750287055969
MSE,1,168,2968210.25,1722.8494873046875,1123.265625,0.12135780602693558
