train_loss,valid_loss
0.103826,0.116456
0.103275,0.116559
0.102545,0.116032
0.101736,0.115667
0.101014,0.115802
0.099906,0.116323
0.098659,0.117834
0.097440,0.117846
0.096416,0.118178
0.095526,0.118927
0.094745,0.118596
0.093934,0.118734
0.093285,0.119181
0.092806,0.119908
0.092308,0.119446
0.092007,0.119547
0.091668,0.119762
0.091471,0.119662
0.091359,0.119655
0.091314,0.119652
