train_loss,valid_loss
1.019229,0.980160
0.988737,0.976962
0.981415,0.976328
0.978203,0.974724
0.976660,0.973757
0.976014,0.974032
0.974783,0.975040
0.974175,0.974201
0.973328,0.971614
0.974013,0.973648
0.972441,0.972012
0.972467,0.973476
0.973250,0.974296
0.972459,0.973889
0.971861,0.972021
