train_loss,valid_loss
0.070520,0.076186
0.068945,0.074484
0.066657,0.072520
0.064846,0.070869
0.063579,0.070335
0.062699,0.069732
0.061966,0.069631
0.061385,0.069481
0.060862,0.069168
0.060469,0.069360
0.060062,0.069255
0.059591,0.069172
0.059283,0.069636
0.058941,0.069243
0.058743,0.069065
0.058560,0.069370
0.058405,0.069225
0.058271,0.069064
0.058222,0.069175
0.058142,0.069074
