train_loss,valid_loss
0.102785,0.117830
0.102154,0.117709
0.101175,0.117529
0.100082,0.118132
0.098695,0.118386
0.097415,0.118647
0.095764,0.119832
0.093965,0.119623
0.092271,0.120986
0.090878,0.120924
0.089670,0.121764
0.088621,0.121352
0.087769,0.122138
0.086976,0.122473
0.086449,0.122380
0.086014,0.122583
0.085635,0.122373
0.085436,0.122412
0.085374,0.122534
0.085315,0.122412
