train_loss,valid_loss
0.090001,0.085485
0.088677,0.084217
0.086924,0.083654
0.084947,0.082584
0.083294,0.081720
0.082205,0.081200
0.081369,0.081198
0.080609,0.081658
0.079869,0.081306
0.079344,0.081384
0.078772,0.081272
0.078290,0.081747
0.077917,0.081658
0.077506,0.081463
0.077262,0.081537
0.076978,0.081961
0.076793,0.081761
0.076687,0.081782
0.076651,0.081716
0.076635,0.081722
