train_loss,valid_loss
0.107787,0.121381
0.107137,0.121222
0.106272,0.121098
0.105258,0.121133
0.104531,0.121027
0.103803,0.121297
0.103290,0.121516
0.102822,0.121544
0.102587,0.121528
0.102506,0.121557
