train_loss,valid_loss
0.072297,0.063407
0.069943,0.061901
0.067045,0.060263
0.064292,0.058588
0.062204,0.058415
0.060865,0.057367
0.059917,0.057171
0.059251,0.056498
0.058618,0.056233
0.058052,0.055978
0.057683,0.055479
0.057210,0.055103
0.056845,0.055116
0.056484,0.055030
0.056272,0.054753
0.056004,0.054398
0.055886,0.054538
0.055740,0.054241
0.055647,0.054278
0.055562,0.054303
