train_loss,valid_loss
0.076185,0.081130
0.075257,0.080173
0.073691,0.078798
0.072090,0.077554
0.070769,0.076726
0.069742,0.076029
0.068891,0.075797
0.068265,0.075580
0.067758,0.075219
0.067379,0.074984
0.067082,0.075183
0.066867,0.075150
0.066601,0.074911
0.066421,0.074885
0.066340,0.074799
0.066184,0.075043
0.066071,0.074675
0.066094,0.074863
0.066017,0.074578
0.065972,0.074746
