train_loss,valid_loss
0.107423,0.118894
0.106687,0.118457
0.105525,0.118101
0.104158,0.117543
0.102677,0.117267
0.101202,0.117863
0.099883,0.117235
0.098735,0.117397
0.097580,0.117249
0.096634,0.116949
0.095796,0.117423
0.094962,0.117833
0.094304,0.117829
0.093803,0.117916
0.093341,0.118154
0.093013,0.118046
0.092824,0.118102
0.092633,0.118054
0.092574,0.117993
0.092550,0.117991
